Year,Date ,Hour,DataRecorded,DataReviewed,Observer,Time,Direction,Length,Frame,Range,Confidence,Comments,BC review
2019,4/10/2019,23:00,Partial,First 30,JG,no fish,,,,,,,
2019,4/11/2019,0:00,Full,First 30,JG,0:02:00,upstream,76.4,475,3.3,2,"remeasured. Pretty sure it is a fish, really close to sonar.",
2019,4/11/2019,0:30,Full,Second 30,AS,0:40:43,upstream,66.4,1868,13.79,1,,
2019,4/11/2019,1:00,Full,First 30,JG,1:22:00,upstream,71.9,3874,15.82,1,remeasured,
2019,4/11/2019,1:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,2:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,2:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,3:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,3:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,4:00,Full,First 30,JG,4:28:00,upstream,48,5011,8.85,1,remeasured,
2019,4/11/2019,4:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,5:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,5:30,Full,Second 30,AS,5:58:29,upstream,76.1,4948,11.69,1,,
2019,4/11/2019,5:30,Full,Second 30,AS,5:58:29,upstream,72.9,4948,11.34,1,,
2019,4/11/2019,6:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,6:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,7:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,7:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,8:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,8:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,9:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,9:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,10:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,10:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,11:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,11:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,12:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,12:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,13:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,13:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,14:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,14:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,15:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,15:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,16:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,16:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,17:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,17:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,18:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,18:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,19:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,19:30,Full,Second 30,AS,19:42:31,upstream,78.1,2213,7.81,1,,
2019,4/11/2019,19:30,Full,Second 30,AS,19:42:32,upstream,85.8,2217,8.14,1,,
2019,4/11/2019,19:30,Full,Second 30,AS,19:42:32,upstream,70.1,2217,6.43,1,,
2019,4/11/2019,19:30,Full,Second 30,AS,19:42:30,upstream,81.7,2212,6.85,1,,
2019,4/11/2019,20:00,Full,First 30,JG,20:29:00,upstream,71,5007,15.96,1,remeasured,
2019,4/11/2019,20:30,Full,Second 30,AS,20:45:48,upstream,56.8,2762,7.76,1,,
2019,4/11/2019,20:30,Full,Second 30,AS,20:46:26,upstream,72,2876,7.75,1,,
2019,4/11/2019,20:30,Full,Second 30,AS,20:49:43,downstream,66.8,3448,10.98,1,,
2019,4/11/2019,21:00,Full,First 30,JG,no fish,,,,,,,
2019,4/11/2019,21:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,22:00,Full,First 30,JG,22:29:00,upstream,69.3,5093,16.07,1,remeasured,
2019,4/11/2019,22:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/11/2019,23:00,Full,First 30,JG,23:06:00,downstream,73,1065,13.3,1,remeasured,
2019,4/11/2019,23:30,Full,Second 30,AS,23:46:38,upstream,69.2,2893,5.91,1,,
2019,4/11/2019,23:30,Full,Second 30,AS,23:50:01,upstream,75.6,3479,9.28,1,,
2019,4/12/2019,0:00,Full,First 30,AS,0:06:28,downstream,80,1121,9.5,1,,
2019,4/12/2019,0:00,Full,First 30,AS,0:08:09,upstream,80.3,1423,10.05,1,,
2019,4/12/2019,0:00,Full,First 30,AS,0:27:20,upstream,74.9,4794,9.16,1,,
2019,4/12/2019,1:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,2:00,Full,First 30,AS,2:04:22,upstream,71.9,752,9.62,1,,
2019,4/12/2019,3:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,4:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,5:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,6:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,7:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,8:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,9:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,10:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,11:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,12:00,Full,First 30,AS,no fish,,,,,,"three fish, down and up. Me crossing in front of sonar.",
2019,4/12/2019,13:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,14:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,15:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,16:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,17:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,18:00,Full,First 30,AS,18:21:52,downstream,80.2,3801,6.14,1,,
2019,4/12/2019,18:00,Full,First 30,AS,18:21:52,downstream,80.9,3801,5.84,1,,
2019,4/12/2019,18:00,Full,First 30,AS,18:24:35,upstream,81,4270,10.52,1,,
2019,4/12/2019,19:00,Full,First 30,AS,18:24:34,upstream,79.1,4267,10.65,1,,
2019,4/12/2019,20:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,21:00,Full,First 30,AS,no fish,,,,,,,
2019,4/12/2019,22:00,Full,First 30,AS,22:19:45,upstream,74.5,3424,12.6,1,,
2019,4/12/2019,23:00,Full,First 30,AS,23:28:03,upstream,78.9,4867,4.59,1,,
2019,4/13/2019,0:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,1:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,2:00,Full,First 30,AS,2:01:06,upstream,75.1,192,14.74,1,,
2019,4/13/2019,2:00,Full,First 30,AS,2:26:12,downstream,74.7,4572,10.29,1,,
2019,4/13/2019,3:00,Full,First 30,AS,3:14:18,downstream,65.4,2496,8.07,1,,
2019,4/13/2019,4:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,5:00,Full,First 30,AS,5:26:11,upstream,48.7,4546,11.1,1,,
2019,4/13/2019,6:00,Full,First 30,AS,6:18:52,upstream,65.2,3261,9.09,1,,
2019,4/13/2019,7:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,8:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,9:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,10:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,11:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,12:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,13:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,14:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,15:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,16:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,17:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,18:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,19:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,20:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,21:00,Full,First 30,AS,no fish,,,,,,,
2019,4/13/2019,22:00,Full,First 30,AS,22:15:31,upstream,82.7,2682,13.54,1,,
2019,4/13/2019,23:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,0:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,1:00,Full,First 30,AS,1:09:38,downstream,88.5,1671,14.45,1,,
2019,4/14/2019,1:00,Full,First 30,AS,1:09:38,downstream,87.6,1673,13.82,1,,
2019,4/14/2019,2:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,3:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,4:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,5:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,6:00,Full,First 30,AS,6:06:04,downstream,77,1148,7.44,1,,
2019,4/14/2019,7:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,8:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,9:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,10:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,11:00,Full,First 30,AS,11:01:07,upstream,71.6,181,11.74,1,,
2019,4/14/2019,12:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,13:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,14:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,15:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,16:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,17:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,18:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,19:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,20:00,Full,First 30,AS,no fish,,,,,,,
2019,4/14/2019,21:00,Full,First 30,AS,21:05:56,upstream,84,1020,18.65,1,,
2019,4/14/2019,21:00,Full,First 30,AS,21:06:34,upstream,65.9,1131,10.79,1,,
2019,4/14/2019,21:00,Full,First 30,AS,21:08:17,upstream,68.6,1434,11.25,1,,
2019,4/14/2019,21:00,Full,First 30,AS,21:08:17,upstream,88.4,1434,11.01,1,,
2019,4/14/2019,22:00,Full,First 30,AS,22:08:14,upstream,74.1,1434,3.91,1,,
2019,4/14/2019,22:00,Full,First 30,AS,22:19:45,upstream,75.6,3433,9.29,1,,
2019,4/14/2019,23:00,Full,First 30,AS,23:11:26,upstream,73.1,1981,9.8,1,,
2019,4/14/2019,23:00,Full,First 30,AS,23:13:29,upstream,99.1,2325,3.66,1,,
2019,4/14/2019,23:00,Full,First 30,AS,23:13:29,upstream,92.1,2326,3.98,1,,
2019,4/14/2019,23:00,Full,First 30,AS,23:13:33,upstream,89.3,2336,2.66,1,,
2019,4/15/2019,0:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,1:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,2:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,3:00,Full,First 30,JG,3:22:00,upstream,64,3975,13.02,1,remeasured,
2019,4/15/2019,4:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,5:00,Full,First 30,JG,5:27:00,upstream,73.3,4701,6.5,1,remeasured,
2019,4/15/2019,6:00,Full,First 30,JG,6:20:00,upstream,71.1,3456,5.16,1,remeasured,
2019,4/15/2019,7:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,8:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,9:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,10:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,11:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,12:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,13:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,14:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,15:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,16:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,17:00,Full,First 30,JG,17:29:00,upstream,80.5,5180,6.94,1,remeasured,
2019,4/15/2019,17:00,Full,First 30,JG,17:29:00,upstream,55.3,5191,7.09,1,remeasured,
2019,4/15/2019,18:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,19:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,20:00,Full,First 30,JG,20:15:00,upstream,59.9,2189,13.3,1,remeasured,
2019,4/15/2019,21:00,Full,First 30,JG,21:22:00,upstream,63.7,3801,6.13,1,remeasured,
2019,4/15/2019,21:00,Full,First 30,JG,21:26:00,upstream,71.6,4554,12.99,1,remeasured,
2019,4/15/2019,22:00,Full,First 30,JG,no fish,,,,,,,
2019,4/15/2019,23:00,Full,First 30,JG,23:22:00,upstream,66.9,3887,10.12,1,remeasured,
2019,4/15/2019,23:00,Full,First 30,JG,23:27:00,downstream,74.5,4793,13.6,1,remeasured,
2019,4/16/2019,0:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,1:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,2:00,Full,First 30,JG,2:19:00,upstream,75.7,3266,12.7,1,remeasured,
2019,4/16/2019,3:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,4:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,5:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,6:00,Full,First 30,JG,6:23:00,downstream,43.8,3989,9.57,1,remeasured,
2019,4/16/2019,7:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,8:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,9:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,10:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,11:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,12:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,13:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,14:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,15:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,16:00,Full,First 30,JG,16:26:00,upstream,38.4,4681,9.51,1,remeasured,
2019,4/16/2019,17:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,18:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,19:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,20:00,Full,First 30,JG,20:26:00,upstream,68.3,4667,12.25,1,remeasured,
2019,4/16/2019,21:00,Full,First 30,JG,21:16:00,upstream,55.9,2818,5.78,1,remeasured,
2019,4/16/2019,21:00,Full,First 30,JG,21:23:00,upstream,71.8,4058,17.24,1,remeasured,
2019,4/16/2019,22:00,Full,First 30,JG,no fish,,,,,,,
2019,4/16/2019,23:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,0:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,1:00,Full,First 30,JG,1:22:00,upstream,74.6,3819,8.46,1,remeasured,
2019,4/17/2019,1:00,Full,First 30,JG,1:26:00,upstream,79.3,4432,15.95,1,remeasured,
2019,4/17/2019,2:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,3:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,4:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,5:00,Full,First 30,JG,5:29:00,upstream,74.1,4979,13.56,1,remeasured,
2019,4/17/2019,6:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,7:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,8:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,9:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,10:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,11:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,12:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,13:00,Full,First 30,JG,13:12:00,upstream,90,2169,3.11,2,"really close to sonar, remeasured",
2019,4/17/2019,13:00,Full,First 30,JG,13:12:00,upstream,97.7,2176,4.51,1,remeasured,
2019,4/17/2019,13:00,Full,First 30,JG,13:12:00,upstream,100.8,2178,5.08,1,remeasured,
2019,4/17/2019,14:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,15:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,16:00,Full,First 30,JG,16:14:00,upstream,75.5,2477,6.89,1,remeasured,
2019,4/17/2019,17:00,Full,First 30,JG,16:14:00,upstream,70.3,2479,7.34,1,remeasured,
2019,4/17/2019,17:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,18:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,19:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,20:00,Full,First 30,JG,20:18:00,upstream,36.2,3232,11.69,1,remeasured,
2019,4/17/2019,21:00,Full,First 30,JG,21:08:00,downstream,61.7,1408,13.05,1,remeasured,
2019,4/17/2019,21:00,Full,First 30,JG,21:13:00,upstream,69.6,2308,11.49,1,remeasured,
2019,4/17/2019,21:00,Full,First 30,JG,21:27:00,downstream,56.3,4689,15.12,1,remeasured,
2019,4/17/2019,22:00,Full,First 30,JG,no fish,,,,,,,
2019,4/17/2019,23:00,Full,First 30,JG,no fish,,,,,,,
2019,4/18/2019,0:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,1:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,2:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,3:00,Full,First 30,Shared,3:05:53,upstream,74.1,1012,12.45,1,,
2019,4/18/2019,4:00,Full,First 30,Shared,4:24:27,downstream,80.2,4218,6.1,1,,
2019,4/18/2019,5:00,Full,First 30,Shared,5:09:51,upstream,77,1723,6.78,1,,
2019,4/18/2019,6:00,Full,First 30,Shared,6:04:39,upstream,71.35,808,8.8,1,,
2019,4/18/2019,7:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,8:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,9:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,10:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,11:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,12:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,13:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,14:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,15:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,16:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,17:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,18:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,19:00,Full,First 30,Shared,19:26:49,upstream,91.95,4731,7.59,1,,
2019,4/18/2019,20:00,Full,First 30,Shared,20:28:08,upstream,60.55,4951,13.47,1,,
2019,4/18/2019,21:00,Full,First 30,Shared,no fish,,,,,,,
2019,4/18/2019,22:00,Full,First 30,Shared,22:00:24,upstream,74,68,9.52,1,,
2019,4/18/2019,22:00,Full,First 30,Shared,22:00:20,upstream,74.5,55,8.99,1,,
2019,4/18/2019,22:00,Full,First 30,Shared,22:02:20,upstream,70,415,9.9,1,,
2019,4/18/2019,22:00,Full,First 30,Shared,22:04:43,upstream,67.55,820,9.41,1,,
2019,4/18/2019,22:00,Full,First 30,Shared,22:09:14,downstream,74,1630,10.72,1,,
2019,4/18/2019,23:00,Full,First 30,Shared,23:00:16,upstream,63.05,43,10.81,1,,
2019,4/18/2019,23:00,Full,First 30,Shared,23:01:02,upstream,78.4,180,9.04,1,,
2019,4/19/2019,0:00,Full,First 30,AS,0:04:25,holding,32.5,783,18.38,1,"little fish just holding, then disappears from image, but not migrating",
2019,4/19/2019,1:00,Full,First 30,AS,1:22:28,downstream,76.2,3942,12.72,1,,
2019,4/19/2019,2:00,Full,First 30,AS,2:09:44,upstream,77.8,1720,4.32,1,,
2019,4/19/2019,2:00,Full,First 30,AS,2:14:42,upstream,85.7,2594,5,1,,
2019,4/19/2019,2:00,Full,First 30,AS,2:27:16,downstream,89.4,4797,9.56,1,,
2019,4/19/2019,3:00,Full,First 30,AS,3:02:17,holding,29.2,407,15.64,1,"little fish just holding, then disappears from image, but not migrating",
2019,4/19/2019,3:00,Full,First 30,AS,3:24:52,upstream,91.1,4370,15.01,1,,
2019,4/19/2019,4:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,5:00,Full,First 30,AS,5:07:45,holding,44.5,1366,15.13,1,"little fish just holding, then disappears from image, but not migrating",
2019,4/19/2019,5:00,Full,First 30,AS,5:23:18,downstream,73.1,4100,16.3,1,,
2019,4/19/2019,5:00,Full,First 30,AS,5:23:40,downstream,82.8,4169,10.21,1,,
2019,4/19/2019,5:00,Full,First 30,AS,5:27:49,upstream,72.5,4899,5.5,1,,
2019,4/19/2019,5:00,Full,First 30,AS,5:28:48,downstream,78.2,5069,16.48,1,,
2019,4/19/2019,6:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,7:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,8:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,9:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,10:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,11:00,Full,First 30,AS,11:03:46,downstream,34.9,674,11.39,1,,
2019,4/19/2019,12:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,13:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,14:00,Full,First 30,AS,14:23:56,downstream,56.8,4192,11.94,1,"looks like three fish together, but not certain.",
2019,4/19/2019,14:00,Full,First 30,AS,14:23:56,downstream,51.9,4192,11.83,1,"looks like three fish together, but not certain.",
2019,4/19/2019,14:00,Full,First 30,AS,14:23:56,downstream,35,4192,11.77,1,"looks like three fish together, but not certain.",
2019,4/19/2019,15:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,16:00,Full,First 30,AS,16:08:05,upstream,83.6,1411,10.38,1,,
2019,4/19/2019,16:00,Full,First 30,AS,16:08:31,upstream,87.4,1488,9.17,1,,
2019,4/19/2019,17:00,Full,First 30,AS,17:27:33,upstream,70.8,4838,11.77,1,,
2019,4/19/2019,17:00,Full,First 30,AS,17:27:30,upstream,70.4,4831,11.88,1,,
2019,4/19/2019,18:00,Full,First 30,AS,no fish,,,,,,,
2019,4/19/2019,19:00,Full,First 30,AS,19:11:10,downstream,18.7,,,3,school of small fish? B reviewed- yes school of small fish. ,
2019,4/19/2019,19:00,Full,First 30,AS,19:24:26,upstream,74.6,4279,9.28,1,,
2019,4/19/2019,20:00,Full,First 30,AS,20:09:27,downstream,75.1,1649,11.56,1,,
2019,4/19/2019,20:00,Full,First 30,AS,20:18:23,holding,37,3204,15.34,1,,
2019,4/19/2019,21:00,Full,First 30,AS,21:02:58,upstream,70,505,8.92,1,,
2019,4/19/2019,21:00,Full,First 30,AS,21:02:58,upstream,74.7,505,9.99,1,,
2019,4/19/2019,21:00,Full,First 30,AS,21:04:17,upstream,71.3,741,11.73,1,,
2019,4/19/2019,22:00,Full,First 30,AS,22:08:33,upstream,64.4,1487,6.34,1,,
2019,4/19/2019,23:00,Full,First 30,AS,23:18:47,upstream,73,3290,5.87,1,,
2019,4/19/2019,23:00,Full,First 30,AS,23:28:46,upstream,73.6,5065,8.8,1,,
2019,4/20/2019,0:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,0:30,Full,Second 30,AS,0:31:19,downstream,59.1,233,8.48,1,,
2019,4/20/2019,0:30,Full,Second 30,AS,0:42:10,upstream,59.3,2148,5.3,1,,
2019,4/20/2019,1:00,Full,First 30,AS,1:20:23,upstream,79.8,3570,11.7,1,,
2019,4/20/2019,1:00,Full,First 30,AS,1:26:43,upstream,86.3,4684,11.66,1,,
2019,4/20/2019,1:30,Full,Second 30,AS,1:33:23,downstream,79.9,599,16.92,1,,
2019,4/20/2019,2:00,Full,First 30,AS,2:03:19,upstream,78.4,572,8.55,1,,
2019,4/20/2019,2:00,Full,First 30,AS,2:21:48,downstream,29,3826,10.06,1,,
2019,4/20/2019,2:30,Full,Second 30,AS,2:53:04,upstream,68.3,4048,15.81,1,,
2019,4/20/2019,2:30,Full,Second 30,AS,2:57:50,upstream,73.9,4884,9.59,1,,
2019,4/20/2019,3:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,3:30,Full,Second 30,AS,3:39:59,upstream,66.3,1741,17.18,1,,
2019,4/20/2019,3:30,Full,Second 30,AS,3:46:25,upstream,78.8,2872,16.73,1,,
2019,4/20/2019,4:00,Full,First 30,AS,4:13:32,downstream,80.6,2378,11.74,1,,
2019,4/20/2019,4:30,Full,Second 30,AS,4:40:36,downstream,81.2,1857,17.97,1,,
2019,4/20/2019,5:00,Full,First 30,AS,5:15:18,upstream,83.4,2686,6.17,1,,
2019,4/20/2019,5:30,Full,Second 30,AS,5:34:50,upstream,79.8,843,15.19,1,,
2019,4/20/2019,5:30,Full,Second 30,AS,5:43:29,upstream,62.5,2377,9.83,1,,
2019,4/20/2019,6:00,Full,First 30,AS,6:16:55,upstream,74.4,2972,11.63,1,,
2019,4/20/2019,6:00,Full,First 30,AS,6:22:57,upstream,66.2,4032,4.03,2,"moves fast, poor image",
2019,4/20/2019,6:30,Full,Second 30,AS,6:31:48,downstream,71.2,318,12.5,1,,
2019,4/20/2019,7:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,7:30,Full,Second 30,AS,7:43:34,upstream,47.5,2390,10.48,1,,
2019,4/20/2019,8:00,Full,First 30,AS,8:02:22,downstream,36.2,420,9.18,1,,
2019,4/20/2019,8:00,Full,First 30,AS,8:08:58,downstream,84.9,1588,12.69,1,,
2019,4/20/2019,8:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,9:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,9:30,Full,Second 30,AS,9:35:07,downstream,86,894,8.17,1,,
2019,4/20/2019,10:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,10:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,11:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,11:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,12:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,12:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,13:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,13:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,14:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,14:30,Full,Second 30,AS,no fish,,,,,,,
2019,4/20/2019,15:00,Full,First 30,AS,no fish,,,,,,,
2019,4/20/2019,15:30,Full,Second 30,AS,no fish,,,,,,,
