Year,Date ,Hour,DataRecorded,DataReviewed,Observer,Time,Frame,Direction,Range,Length,Confidence,Comments,BC comments QAQC
2023,2/3/2023,6:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,7:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,7:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,8:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,8:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,9:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,9:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,10:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,10:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,11:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,11:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,12:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,12:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,13:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,13:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,14:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,14:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,15:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,15:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,16:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,16:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,17:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,17:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,18:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,18:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,19:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,19:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,20:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,20:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,21:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,21:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,22:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,22:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,23:00,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/3/2023,23:30,Poor Image,No Data,AS,,,,,,,"Recording begins here, but image is poor, sonar has issues",
2023,2/6/2023,0:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,0:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,1:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,1:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,2:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,2:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,3:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,3:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,4:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,4:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,5:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,5:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,6:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,6:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,7:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,7:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,8:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,8:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,9:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,9:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,10:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,10:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,11:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,11:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,12:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,12:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,13:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,13:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,14:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,14:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,15:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,15:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,16:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,16:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,17:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,17:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,18:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,18:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,19:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,19:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,20:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,20:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,21:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,21:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,22:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,22:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,23:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/6/2023,23:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,0:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,0:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,1:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,1:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,2:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,2:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,3:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,3:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,4:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,4:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,5:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,5:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,6:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,6:30,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,7:00,Poor Image,No Data,AB,No Fish,,,,,,,
2023,2/7/2023,7:30,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,8:00,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,8:30,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,9:00,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,9:30,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,10:00,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,10:30,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,11:00,Poor Image,No Data,AB,No Data,,,,,,,
2023,2/7/2023,11:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,12:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/7/2023,12:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,13:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/7/2023,13:30,Full,Second 30,AB,13:32:37,796,upstream ,11,75.8,1,,
2023,2/7/2023,14:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/7/2023,14:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,15:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/7/2023,15:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,16:00,Full,First 30,AB,16:22:20,6871,upstream ,3.5,63.6,1,,
2023,2/7/2023,16:30,Full,Second 30,AB,16:57:54,8543,upstream ,3.4,47.5,1,,
2023,2/7/2023,17:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/7/2023,17:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,18:00,Full,First 30,AB,18:21:07,6477,upstream ,13,70.5,1,,
2023,2/7/2023,18:00,Full,First 30,AB,18:25:56,7950,downstream,17,61.1,1,,
2023,2/7/2023,18:30,Full,Second 30,AB,18:30:36,173,upstream ,19,51.5,1,,
2023,2/7/2023,18:30,Full,Second 30,AB,18:35:10,1569,upstream ,17,56.2,1,,
2023,2/7/2023,18:30,Full,Second 30,AB,18:49:49,6071,upstream ,4,75.6,1,,
2023,2/7/2023,19:00,Full,First 30,AB,19:12:03,3688,upstream ,15.5,64.3,1,,
2023,2/7/2023,19:00,Full,First 30,AB,19:18:05,5541,upstream ,14.5,62.9,1,,
2023,2/7/2023,19:00,Full,First 30,AB,19:20:03,6142,upstream ,3.5,52.4,1,,
2023,2/7/2023,19:00,Full,First 30,AB,19:21:25,6563,downstream,10.5,63,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:41:43,3538,upstream ,3.5,57.9,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:42:19,7337,downstream,15.3,68,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:42:58,4062,upstream ,18,76,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:46:05,4932,downstream,15,64.7,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:49:18,5917,downstream,15.5,69.9,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:49:35,6001,upstream ,7,70,1,,
2023,2/7/2023,19:30,Full,Second 30,AB,19:57:43,8499,upstream ,3.5,75.2,1,,
2023,2/7/2023,20:00,Full,First 30,AB,20:07:08,2178,upstream ,15,60.3,1,,
2023,2/7/2023,20:00,Full,First 30,AB,20:27:59,8559,upstream ,8.5,73.4,1,,
2023,2/7/2023,20:30,Full,Second 30,AB,20:32:13,680,downstream,12.5,67.2,1,,
2023,2/7/2023,20:30,Full,Second 30,AB,20:36:50,2093,upstream ,9,65.6,1,,
2023,2/7/2023,20:30,Full,Second 30,AB,20:37:11,2198,downstream,9,62.3,1,,
2023,2/7/2023,20:30,Full,Second 30,AB,20:39:00,2753,upstream ,9.5,54.4,1,,
2023,2/7/2023,20:30,Full,Second 30,AB,20:45:28,4750,downstream,8.5,60.5,1,No measurement data error,
2023,2/7/2023,20:30,Full,Second 30,AB,20:56:01,7989,downstream,13,49.9,1,,
2023,2/7/2023,21:00,Full,First 30,AB,21:11:55,3642,upstream ,3,128.9,2,Beaver,
2023,2/7/2023,21:00,Full,First 30,AB,21:14:10,4331,downstream,12,47.7,1,,
2023,2/7/2023,21:00,Full,First 30,AB,21:24:35,7521,upstream ,16.5,84.1,2,BC- this fish only noses in and out. Does not move completely through. Changed to Confidence = 2 to remove from dataset.,
2023,2/7/2023,21:00,Full,First 30,AB,21:25:54,7925,upstream ,10,71.5,1,,
2023,2/7/2023,21:30,Full,Second 30,AB,21:48:14,5586,upstream ,10,51.4,1,,
2023,2/7/2023,21:30,Full,Second 30,AB,21:58:59,8883,downstream,17,70,1,,
2023,2/7/2023,22:00,Full,First 30,AB,22:00:53,261,upstream ,16,77.3,1,,
2023,2/7/2023,22:00,Full,First 30,AB,22:07:44,2362,upstream ,4.5,58.9,1,,
2023,2/7/2023,22:00,Full,First 30,AB,22:10:29,3200,downstream,10,58.8,1,,
2023,2/7/2023,22:00,Full,First 30,AB,22:18:53,5776,upstream ,6,77.4,1,,
2023,2/7/2023,22:00,Full,First 30,AB,22:25:04,7671,upstream ,15.5,63.4,1,,
2023,2/7/2023,22:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/7/2023,23:00,Full,First 30,AB,23:01:25,429,upstream ,15,53.7,1,,
2023,2/7/2023,23:00,Full,First 30,AB,23:06:41,2040,downstream,14,79.8,1,,
2023,2/7/2023,23:00,Full,First 30,AB,23:17:12,5269,downstream,11,47,1,,
2023,2/7/2023,23:30,Full,Second 30,AB,23:41:06,3387,downstream,13,46.6,1,,
2023,2/8/2023,0:00,Full,First 30,AB,0:28:53,8849,upstream ,5,66.3,1,,
2023,2/8/2023,0:30,Full,Second 30,AB,0:45:50,5188,upstream ,5,53,1,,
2023,2/8/2023,1:00,Full,First 30,AB,1:23:42,7257,upstream ,6.7,61.6,1,,
2023,2/8/2023,1:00,Full,First 30,AB,1:24:55,7630,upstream ,20,96.6,2,BC- not a fish. Changed to confidence = 2.,
2023,2/8/2023,1:30,Full,Second 30,AB,1:55:59,7968,downstream,12.5,66.1,1,,
2023,2/8/2023,2:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,2:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,3:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,3:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,4:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,4:30,Full,Second 30,AB,4:42:26,3808,upstream ,6.5,74.3,1,,
2023,2/8/2023,4:30,Full,Second 30,AB,4:47:26,5345,upstream ,21,53.7,2,BC- not a fish. Changed to confidence = 2.,
2023,2/8/2023,4:30,Full,Second 30,AB,4:48:19,5620,downstream,20,50.9,2,BC- not a fish. Changed to confidence = 2.,
2023,2/8/2023,5:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,5:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,6:00,Full,First 30,AB,6:09:17,2833,upstream ,8.5,68.5,1,,
2023,2/8/2023,6:00,Full,First 30,AB,6:17:41,5411,upstream ,14.5,66.6,1,,
2023,2/8/2023,6:00,Full,First 30,AB,6:22:51,6996,downstream,4.5,67.3,1,,
2023,2/8/2023,6:00,Full,First 30,AB,6:23:18,7134,downstream,5,46.3,1,,
2023,2/8/2023,6:30,Full,Second 30,AB,6:37:50,2697,upstream ,8.5,83,1,,
2023,2/8/2023,6:30,Full,Second 30,AB,6:42:28,3824,downstream,8,58.5,1,,
2023,2/8/2023,6:30,Full,Second 30,AB,6:54:42,7572,upstream ,5,78.3,1,,
2023,2/8/2023,7:00,Full,First 30,AB,7:03:34,1087,upstream ,9,59.2,1,,
2023,2/8/2023,7:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,8:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,8:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,9:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,9:30,Partial,No Data,AB,No Data ,,,,,,Sonar only recorded the first 3 minutes of the segment,
2023,2/8/2023,10:00,No Data,No Data,AB,No Data,,,,,,,
2023,2/8/2023,10:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,11:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,11:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,12:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,12:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,13:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,13:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,14:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,14:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,15:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,15:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,16:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,16:30,Full,Second 30,AB,No Fish,,,,,,,
2023,2/8/2023,17:00,Full,First 30,AB,No Fish,,,,,,,
2023,2/8/2023,17:30,Full,Second 30,AB,No Fish,,,,,,,
