Year,Date ,Hour,DataRecorded,DataReviewed,Observer,Time,Behavior,Direction,Length,Frame,Range,Confidence,Comments
2018,2/28/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,2/28/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/1/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/2/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/3/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/4/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/5/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,0:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,0:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,1:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,1:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,2:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,2:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,3:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,3:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,4:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,4:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,5:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,5:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,6:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,6:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,7:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,7:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,8:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,8:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,9:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,9:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,10:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,10:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,11:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,11:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,12:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,12:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,13:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,13:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,14:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,14:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/6/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,0:00,Full,First 30,BC,No fish,,,,No fish,,,did not count smaller fish moving up
2018,3/7/2018,0:30,Full,Second 30,BC,No fish,,,,No fish,,,did not count lots of smaller fish milling
2018,3/7/2018,1:00,Full,First 30,BC,1:13,downstream,downstream,60.3,4581,3.64,1,
2018,3/7/2018,1:00,Full,First 30,BC,1:14,upstream,upstream,69.6,4945,4.5,1,
2018,3/7/2018,1:30,Full,Second 30,BC,1:37,upstream,upstream,78.2,2528,6.95,1,
2018,3/7/2018,1:30,Full,Second 30,BC,1:45,upstream,upstream,66.7,5344,3.68,1,
2018,3/7/2018,1:30,Full,Second 30,BC,1:50,upstream,upstream,68.4,7110,2.34,1,
2018,3/7/2018,1:30,Full,Second 30,BC,1:51,upstream,upstream,64.3,7537,3.68,1,
2018,3/7/2018,2:00,Full,First 30,BC,2:05,upstream,upstream,54.5,1838,2.75,3,"group of fish, might be one larger one"
2018,3/7/2018,2:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,3:00,Full,First 30,BC,No fish,,,,No fish,,,did not count 1 smaller fish
2018,3/7/2018,3:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,4:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,4:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,5:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,5:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,6:00,Full,First 30,BC,6:19,upstream,upstream,62.9,6665,13.09,1,
2018,3/7/2018,6:00,Full,First 30,BC,6:26,upstream,upstream,79,9314,12.67,1,
2018,3/7/2018,6:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,7:00,Full,First 30,BC,7:01,down and up,milling,51.1,499,7.38,1,3 smaller fish milling- did not count
2018,3/7/2018,7:30,Full,Second 30,BC,No fish,,,,No fish,,,3 smaller fish milling- did not count
2018,3/7/2018,8:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,8:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,9:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,9:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,10:00,Full,First 30,BC,No fish,,,,No fish,,,lots of small fish milling
2018,3/7/2018,10:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,11:00,Full,First 30,BC,No fish,,,,No fish,,,lots of small fish milling
2018,3/7/2018,11:30,Full,Second 30,BC,No fish,,,,No fish,,,lots of small fish milling
2018,3/7/2018,12:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,12:30,Full,Second 30,BC,No fish,,,,No fish,,,did not count small fish
2018,3/7/2018,13:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,13:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,14:00,Full,First 30,BC,No fish,,,,No fish,,,did not count small fish
2018,3/7/2018,14:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/7/2018,15:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,15:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,16:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,16:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,17:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,17:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,18:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,18:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,19:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,20:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,20:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,21:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,21:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,22:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,22:30,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,23:00,Full,Not reviewed,,,,,,,,,
2018,3/7/2018,23:30,Full,Not reviewed,,,,,,,,,
2018,3/8/2018,0:00,Full,First 30,BC,0:22,upstream,upstream,67,7832,6.08,1,"two fish moving up together; both dipped up and down a few minutes earlier, but didn't count those"
2018,3/8/2018,0:00,Full,First 30,BC,0:22,upstream,upstream,56.8,7876,6.33,1,"two fish moving up together; both dipped up and down a few minutes earlier, but didn't count those"
2018,3/8/2018,0:30,Full,Second 30,BC,0:35,upstream,upstream,72.7,1949,6.69,1,
2018,3/8/2018,0:30,Full,Second 30,BC,0:40,upstream,upstream,64.1,3477,6.01,1,
2018,3/8/2018,0:30,Full,Second 30,BC,0:46,upstream,upstream,77,5900,4.34,1,
2018,3/8/2018,1:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,1:30,Full,Second 30,BC,No fish,,,,No fish,,,"a smaller fish moved up, and then fell back down- did not mark"
2018,3/8/2018,2:00,Full,First 30,BC,No fish,,,,No fish,,,smaller fish going up did not count
2018,3/8/2018,2:30,Full,Second 30,BC,2:41,upstream,upstream,63.2,3917,2.98,3,unclear image
2018,3/8/2018,2:30,Full,Second 30,BC,2:41,upstream,upstream,48.5,3917,3.02,3,unclear image
2018,3/8/2018,3:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,3:30,Full,Second 30,BC,3:47,upstream,upstream,68.1,6066,7.7,1,
2018,3/8/2018,4:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,4:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,5:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,5:30,Full,Second 30,BC,5:36,upstream,upstream,68.1,2720,4.21,1,
2018,3/8/2018,6:00,Full,First 30,BC,6:20,upstream,upstream,68.8,7224,11.27,1,
2018,3/8/2018,6:00,Full,First 30,BC,6:22,upstream,upstream,54.7,7734,12.95,1,"looks like two fish together,but could be one"
2018,3/8/2018,6:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,7:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,7:30,Full,Second 30,BC,7:52,upstream,upstream,53.9,7634,14.08,1,
2018,3/8/2018,8:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,8:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,9:00,Full,First 30,BC,Fish not marked,down and hold,,,No fish,,,did not count fish that went down and up and then hold partially into beams
2018,3/8/2018,9:30,Full,Second 30,BC,9:42,upstream,upstream,75.2,4254,11.03,1,3 fish moving upstream together
2018,3/8/2018,9:30,Full,Second 30,BC,9:42,upstream,upstream,55.4,4498,13.23,1,3 fish moving upstream together
2018,3/8/2018,9:30,Full,Second 30,BC,9:42,upstream,upstream,67.4,4486,13.51,1,3 fish moving upstream together
2018,3/8/2018,10:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,10:30,Full,Second 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,11:00,Full,First 30,BC,No fish,,,,No fish,,,
2018,3/8/2018,11:30,Full,Second 30,BC,11:53,upstream,upstream,63.9,8083,7.5,1,
2018,3/8/2018,12:00,Full,First 30,BC,12:00,downstream,downstream,64.8,156,9.79,1,
